title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,mode
Tiny Toon Adventures 2: Trouble in Wackyland,Konami,Konami,Konami,April 1993,"January 27, 1994",https://upload.wikimedia.org/wikipedia/en/2/26/Tiny_Toon_Adventures_2_Trouble_in_Wackyland_cover.jpg,https://en.wikipedia.org/wiki/Tiny_Toon_Adventures_2:_Trouble_in_Wackyland,platformer,Single-player
Tiny Toon Adventures Cartoon Workshop,Novotrade International,Konami,Konami,December 1992,1992,https://upload.wikimedia.org/wikipedia/en/c/ce/Tiny_Toon_Adventures_Cartoon_Workshop_cover.jpg,https://en.wikipedia.org/wiki/Tiny_Toon_Adventures_Cartoon_Workshop,Edutainment,Single-player
To the Earth,Cirque Verte,Nintendo,Nintendo,November 1989,"February 23, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Totheaf.jpg/220px-Totheaf.jpg,https://en.wikipedia.org/wiki/To_the_Earth,Shoot 'em up,Single-player
Toki,Daiei Seisakusho,Taito,Unreleased,December 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Toki_arcade_flyer.jpg/220px-Toki_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Toki_(video_game),Platform,Single-playermultiplayer
Tom and Jerry,Software Creations,Hi Tech Expressions,Hi Tech Expressions,December 1991,"October 22, 1992",,https://en.wikipedia.org/wiki/Tom_and_Jerry_(video_game),,
Tombs & Treasure,Compile,Infocom,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/f/fb/TombsandTreasurebox.jpg,https://en.wikipedia.org/wiki/Tombs_%26_Treasure,"Adventure, role-playing",Single-player
Top Gun,Konami,Konami,Konami,November 1987,"November 30, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Top_Gun_NES_game_cover.jpg/220px-Top_Gun_NES_game_cover.jpg,https://en.wikipedia.org/wiki/Top_Gun_(1987_video_game),"Shoot 'em up, combat flight simulation",Single-player
Top Gun: The Second Mission,Konami,Konami,Konami,January 1990,"October 24, 1991",,https://en.wikipedia.org/wiki/Top_Gun_(video_game)#The_Second_Mission,,
Top Players' Tennis (NA)Four Players' Tennis (EU),Home Data,Asmik,Nintendo,January 1990,July 1992,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Top_Players_Tennis_NES.jpg/220px-Top_Players_Tennis_NES.jpg,https://en.wikipedia.org/wiki/Top_Players%27_Tennis,Sports,"Single player, Multiplayer (1–4 players)"
Total Recall,Interplay Entertainment,Acclaim Entertainment,Acclaim Entertainment,August 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Total_Recall_%28video_game%29_%28Cover%29.jpg/220px-Total_Recall_%28video_game%29_%28Cover%29.jpg,https://en.wikipedia.org/wiki/Total_Recall_(video_game),Platform,Single-player
Totally Rad,Aicom,Jaleco,Jaleco,March 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Totally_Rad_cover_NES.jpg/250px-Totally_Rad_cover_NES.jpg,https://en.wikipedia.org/wiki/Totally_Rad,"Action, platformer",Single-player
Touch Down Fever,SNK,SNK,Unreleased,February 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/TouchDownFever_arcadeflyer.png/220px-TouchDownFever_arcadeflyer.png,https://en.wikipedia.org/wiki/Touch_Down_Fever,Sports (American football),Single-player  Multiplayer
Town & Country Surf Designs: Wood & Water Rage,Atlus,LJN,Unreleased,February 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/WoodWaterRageNESBoxShot.jpg/220px-WoodWaterRageNESBoxShot.jpg,https://en.wikipedia.org/wiki/Town_%26_Country_Surf_Designs:_Wood_%26_Water_Rage,Sports,"Players: 2 (alternating) Game modes: Street Skate Session, Big Wave Encounter, Wood and Water Rage"
Town & Country II: Thrilla's Surfari,Sculptured Software,LJN,Unreleased,March 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/ThrillasSurfariBoxShotNES.jpg/220px-ThrillasSurfariBoxShotNES.jpg,https://en.wikipedia.org/wiki/Town_%26_Country_II:_Thrilla%27s_Surfari,Action game[1],Single-player only
Toxic Crusaders,TOSE,Bandai,Unreleased,April 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Toxic_Crusaders.jpg/220px-Toxic_Crusaders.jpg,https://en.wikipedia.org/wiki/Toxic_Crusaders_(video_game),"Beat 'em up, Platformer, Shoot 'em up",One player
Track & Field (NA)Track & Field in Barcelona (EU),Konami,Konami,Kemco,April 1987,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Track%26Field_arcadeflyer.png/220px-Track%26Field_arcadeflyer.png,https://en.wikipedia.org/wiki/Track_%26_Field_(video_game),Sports (Olympics),1-4 players competing 1-2 at a time
Track & Field II,Konami,Konami,Konami,June 1989,"November 22, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Track_and_Field_2_cover.jpg/220px-Track_and_Field_2_cover.jpg,https://en.wikipedia.org/wiki/Track_%26_Field_II,Sports game,"Single-player, multiplayer"
Treasure Master,Software Creations,American Softworks,Unreleased,December 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/TreasureMasterNes.jpg/220px-TreasureMasterNes.jpg,https://en.wikipedia.org/wiki/Treasure_Master,Platform,Single-player
Trog!,Visual Concepts,Acclaim Entertainment,Acclaim Entertainment,October 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Trog_arcade_flyer.jpg/220px-Trog_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Trog!,Maze,"
Single-player
multiplayer
"
Trojan,Capcom,Capcom,Capcom,February 1987,"March 23, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Trojan_%28video_game_brochure%29.png/220px-Trojan_%28video_game_brochure%29.png,https://en.wikipedia.org/wiki/Trojan_(video_game),Hack and slash  Beat 'em up[5],2 players
The Trolls in Crazyland,KID,Unreleased,American Softworks,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Doki%21_Doki%21_Yuuenchi_-_Crazy_Land_Daisakusen_Coverart.png/220px-Doki%21_Doki%21_Yuuenchi_-_Crazy_Land_Daisakusen_Coverart.png,https://en.wikipedia.org/wiki/Doki!_Doki!_Y%C5%ABenchi:_Crazy_Land_Daisakusen,Action,Single-player
Twin Cobra,Micronics,American Sammy,Unreleased,January 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Twin_Cobra_arcade_flyer.jpg/220px-Twin_Cobra_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Twin_Cobra,Vertically scrolling shooter,"Single-player, Co-op"
Twin Eagle,SETA,Romstar,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Twin_Eagle_cover.jpg/220px-Twin_Eagle_cover.jpg,https://en.wikipedia.org/wiki/Twin_Eagle,Scrolling shooter,Up to 2 players simultaneously
Ufouria: The Saga,Sunsoft,Unreleased,Sunsoft,Unreleased,"November 19, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Ufouria-box-art.jpg/220px-Ufouria-box-art.jpg,https://en.wikipedia.org/wiki/Ufouria:_The_Saga,Action-adventure,Single-player
Ultima III: Exodus,Newtopia Planning,FCI,Unreleased,February 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Ultima_III_Exodus_cover.jpg/220px-Ultima_III_Exodus_cover.jpg,https://en.wikipedia.org/wiki/Ultima_III:_Exodus,Role-playing,Single-player
Ultima IV: Quest of the Avatar,"Atelier Double, Infinity",FCI,Unreleased,December 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Ultima_IV_box.jpg/220px-Ultima_IV_box.jpg,https://en.wikipedia.org/wiki/Ultima_IV:_Quest_of_the_Avatar,Role-playing,Single-player
Ultima V: Warriors of Destiny,Origin Systems,FCI,Unreleased,January 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Ultima5box.jpg/220px-Ultima5box.jpg,https://en.wikipedia.org/wiki/Ultima_V:_Warriors_of_Destiny,Role-playing,Single-player
Ultimate Air Combat,Activision,Activision,Activision,April 1992,November 1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Ultimate_Air_Combat_Cover.jpg/220px-Ultimate_Air_Combat_Cover.jpg,https://en.wikipedia.org/wiki/Ultimate_Air_Combat,Modern jet flight simulation[1],Single-player
Ultimate Basketball,Aicom,American Sammy,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Ultimate_Basketball_cover.jpg/220px-Ultimate_Basketball_cover.jpg,https://en.wikipedia.org/wiki/Ultimate_Basketball,Sports,Single-player  Multiplayer
The Uncanny X-Men,Pixel,LJN,Unreleased,December 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/The_Uncanny_X-Men_Coverart.png/220px-The_Uncanny_X-Men_Coverart.png,https://en.wikipedia.org/wiki/The_Uncanny_X-Men_(video_game),2D action platformer,Single-player or cooperative[1]
Uncharted Waters,Koei,Koei,Unreleased,November 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Uncharted_Waters_New_Horizons_Cover.jpg/220px-Uncharted_Waters_New_Horizons_Cover.jpg,https://en.wikipedia.org/wiki/Uncharted_Waters,,
Uninvited,Kemco,Kemco*Seika,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Uninvited_cover.png/220px-Uninvited_cover.png,https://en.wikipedia.org/wiki/Uninvited_(video_game),Adventure,Single-player
The Untouchables,Special FX Software,Ocean Software,Unreleased,January 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/The_Untouchables_cover.jpg/220px-The_Untouchables_cover.jpg,https://en.wikipedia.org/wiki/The_Untouchables_(video_game),Action,
Urban Champion,Nintendo Research & Development 1,Nintendo,Nintendo,August 1986,1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Urban_Champion_cover.jpg/220px-Urban_Champion_cover.jpg,https://en.wikipedia.org/wiki/Urban_Champion,Fighting,"Single-player, Two players"
Vegas Dream,HAL Laboratory,HAL America,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Vegas_Dream_Cover.jpg/220px-Vegas_Dream_Cover.jpg,https://en.wikipedia.org/wiki/Vegas_Dream,Casino,Single-player  Multiplayer
Vice: Project Doom,Aicom,American Sammy,Unreleased,November 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Vice_Project_Doom_%28cover_art%29.jpg/256px-Vice_Project_Doom_%28cover_art%29.jpg,https://en.wikipedia.org/wiki/Vice:_Project_Doom,"Platformer, driving, shooter",Single-player
Videomation,FarSight Studios,THQ,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/VideomationBoxArt.jpg/220px-VideomationBoxArt.jpg,https://en.wikipedia.org/wiki/Videomation,Productivity[2],Single-player[4]
Volleyball,Nintendo Research & Development 1,Nintendo,Nintendo,March 1987,"November 15, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Volleyball_Cover.png/220px-Volleyball_Cover.png,https://en.wikipedia.org/wiki/Volleyball_(video_game),Sports,"Single-player, multiplayer"
Wacky Races,Atlus,Atlus,Unreleased,May 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Wacky_Races_front.jpg/220px-Wacky_Races_front.jpg,https://en.wikipedia.org/wiki/Wacky_Races_(1991_video_game),Platform,Single-player
Wall Street Kid,SOFEL,SOFEL,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Wall_Street_Kid.jpg/220px-Wall_Street_Kid.jpg,https://en.wikipedia.org/wiki/Wall_Street_Kid,"Tycoon, social simulation, strategy",Single-player
Wario's Woods,Nintendo Research & Development 1,Nintendo,Nintendo,"December 10, 1994",1994,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Wario%27s_Woods_NES.jpg/220px-Wario%27s_Woods_NES.jpg,https://en.wikipedia.org/wiki/Wario%27s_Woods,Puzzle,"Single-player, multiplayer"
Wayne Gretzky Hockey,Bethesda Softworks,THQ,Unreleased,January 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Wayne_Gretzky_Hockey_NES_cover.jpg/220px-Wayne_Gretzky_Hockey_NES_cover.jpg,https://en.wikipedia.org/wiki/Wayne_Gretzky_Hockey,Sports (ice hockey),"One player, two players"
Wayne's World,Radical Entertainment,THQ,Unreleased,November 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Wayne%27s_World_SNES.jpg/220px-Wayne%27s_World_SNES.jpg,https://en.wikipedia.org/wiki/Wayne%27s_World_(video_game),2D action platformer,Single-player
WCW Wrestling,Nichibutsu,FCI,Unreleased,April 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/WCW_World_Championship_Wrestling_Coverart.png/220px-WCW_World_Championship_Wrestling_Coverart.png,https://en.wikipedia.org/wiki/WCW_Wrestling,Fighting,"Single-player, multiplayer"
Werewolf: The Last Warrior,"Data East, Sakata SAS",Data East,Data East,November 1990,"September 26, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Werewolf_The_Last_Warrior_cover.jpg/220px-Werewolf_The_Last_Warrior_cover.jpg,https://en.wikipedia.org/wiki/Werewolf:_The_Last_Warrior,Platform game,Single-player
Wheel of Fortune,Rare,GameTek,Unreleased,September 1988,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,
Wheel of Fortune Family Edition,Rare,GameTek,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,
Wheel of Fortune: Featuring Vanna White,Imagitec,GameTek,Unreleased,January 1992,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,
Wheel of Fortune Junior Edition,Rare,GameTek,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Game show,
Where in Time Is Carmen Sandiego?,Distinctive Software,Konami,Unreleased,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Where_in_Time_is_Carmen_Sandiego_Coverart.png/200px-Where_in_Time_is_Carmen_Sandiego_Coverart.png,https://en.wikipedia.org/wiki/Where_in_Time_Is_Carmen_Sandiego%3F_(1989),"Educational, strategy",Single player
Where's Waldo?,Bethesda Softworks,THQ,Unreleased,"September 17, 1991",Unreleased,https://upload.wikimedia.org/wikipedia/en/c/c1/WheresWaldoNesBox.jpg,https://en.wikipedia.org/wiki/Where%27s_Waldo%3F_(video_game),Hidden object game,Single-player
Who Framed Roger Rabbit,Rare,LJN,Unreleased,September 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Roger_Rabbit_NES.jpg/220px-Roger_Rabbit_NES.jpg,https://en.wikipedia.org/wiki/Who_Framed_Roger_Rabbit_(1989_video_game),Action-adventure,Single-player
Whomp 'Em,Jaleco,Jaleco,Unreleased,March 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Whomp_%27Em_Coverart.png/220px-Whomp_%27Em_Coverart.png,https://en.wikipedia.org/wiki/Whomp_%27Em,Platform,Single-player
Widget,Graphic Research,Atlus,Unreleased,November 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Widget_Coverart.png/220px-Widget_Coverart.png,https://en.wikipedia.org/wiki/Widget_(video_game),2D action platformer,Single player
Wild Gunman,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,Nintendo,"October 18, 1985","August 22, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Wild_Gunman_Coverart.png/220px-Wild_Gunman_Coverart.png,https://en.wikipedia.org/wiki/Wild_Gunman,Light gun game,Single-player
Willow,Capcom,Capcom,Capcom,December 1989,"November 28, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Willow_vg_box.jpg/220px-Willow_vg_box.jpg,https://en.wikipedia.org/wiki/Willow_(video_game),Action role-playing,Single-player
"Win, Lose, or Draw",Riedel Software Productions,Hi Tech Expressions,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Win%2C_Lose%2C_or_Draw.jpg/250px-Win%2C_Lose%2C_or_Draw.jpg,"https://en.wikipedia.org/wiki/Win,_Lose_or_Draw#Home_versions",,
Winter Games,Atelier Double,Acclaim Entertainment,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Winter_Games_Coverart.png/220px-Winter_Games_Coverart.png,https://en.wikipedia.org/wiki/Winter_Games,Sports game,Single-player
Wizardry: Proving Grounds of the Mad Overlord,Sir-Tech,Nexoft,Unreleased,July 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Wizardry_pgotmo.jpg/220px-Wizardry_pgotmo.jpg,https://en.wikipedia.org/wiki/Wizardry:_Proving_Grounds_of_the_Mad_Overlord,Role-playing video game,Single-player
Wizardry II: The Knight of Diamonds,Sir-Tech,ASCII,Unreleased,April 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Wizardry_II_-_The_Knight_of_Diamonds_Coverart.png/220px-Wizardry_II_-_The_Knight_of_Diamonds_Coverart.png,https://en.wikipedia.org/wiki/Wizardry_II:_The_Knight_of_Diamonds,Role-playing,Single-player
Wizards & Warriors,Rare,Acclaim Entertainment,Acclaim Entertainment,December 1987,"January 17, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Wizards_and_Warriors_NES_cover.jpg/220px-Wizards_and_Warriors_NES_cover.jpg,https://en.wikipedia.org/wiki/Wizards_%26_Warriors,2D action platformer,Single-player
Wizards & Warriors III: Kuros: Visions of Power (NA)Wizards & Warriors III (EU),Zippo Games,Acclaim Entertainment,Acclaim Entertainment,March 1992,"January 21, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Wizards_and_Warriors_III_NES_cover.jpg/220px-Wizards_and_Warriors_III_NES_cover.jpg,https://en.wikipedia.org/wiki/Wizards_%26_Warriors_III:_Kuros:_Visions_of_Power,"Action-adventure, platformer",Single-player
Wolverine,Software Creations,LJN,Unreleased,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Wolverine_Cover.jpg/220px-Wolverine_Cover.jpg,https://en.wikipedia.org/wiki/Wolverine_(video_game),Action,Single-player
World Champ,Pixel,Romstar,Taito,April 1991,April 1991,,https://en.wikipedia.org/wiki/World_Champ,,
World Class Track Meet,Human Entertainment,Nintendo,Unreleased,August 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Stadium_Events_cover.jpg/220px-Stadium_Events_cover.jpg,https://en.wikipedia.org/wiki/World_Class_Track_Meet,"Exergaming, sports","Single-player, multiplayer"
World Games,Software Creations,Milton Bradley Company,Unreleased,March 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/World_Games_cover.jpg/220px-World_Games_cover.jpg,https://en.wikipedia.org/wiki/World_Games_(video_game),Sports game,Single player
Wrath of the Black Manta,AI,Taito,Taito,April 1990,"January 24, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Wrath_of_the_Black_Manta_Cover.jpg/220px-Wrath_of_the_Black_Manta_Cover.jpg,https://en.wikipedia.org/wiki/Wrath_of_the_Black_Manta,Platform,Single-player
Wrecking Crew,Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985",1987,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Wrecking_Crew_cover.jpg/220px-Wrecking_Crew_cover.jpg,https://en.wikipedia.org/wiki/Wrecking_Crew_(video_game),"Action, puzzle","Single-player, multiplayer"
Wurm: Journey to the Center of the Earth,Cyclone System,Asmik,Unreleased,November 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Wurm_Journey_To_The_Center_Of_The_Earth_Cover.jpg/220px-Wurm_Journey_To_The_Center_Of_The_Earth_Cover.jpg,https://en.wikipedia.org/wiki/Wurm:_Journey_to_the_Center_of_the_Earth,Action game,Single-player
WWF King of the Ring,"Gray Matter Interactive, Eastridge Technology",LJN,LJN,November 1993,November 1993,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Kingofthering.jpg/220px-Kingofthering.jpg,https://en.wikipedia.org/wiki/WWF_King_of_the_Ring_(video_game),"Fighting, Sports",Single-player  Multiplayer
WWF WrestleMania,Rare,Acclaim Entertainment,Acclaim Entertainment,January 1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/WWF_NES.PNG/220px-WWF_NES.PNG,https://en.wikipedia.org/wiki/WWF_WrestleMania_(1989_video_game),Wrestling,Single-player  Multiplayer (up to six players)
