title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,multi-support
Wizards & Warriors III: Kuros: Visions of Power (NA)Wizards & Warriors III (EU),Zippo Games,Acclaim Entertainment,Acclaim Entertainment,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Wizards_and_Warriors_III_NES_cover.jpg/220px-Wizards_and_Warriors_III_NES_cover.jpg,https://en.wikipedia.org/wiki/Wizards_%26_Warriors_III:_Kuros:_Visions_of_Power,"Action-adventure, platformer",False
Wolverine,Software Creations,LJN,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Wolverine_Cover.jpg/220px-Wolverine_Cover.jpg,https://en.wikipedia.org/wiki/Wolverine_(video_game),Action,False
World Champ,Pixel,Romstar,Taito,1991,1991,,https://en.wikipedia.org/wiki/World_Champ,,False
World Class Track Meet,Human Entertainment,Nintendo,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Stadium_Events_cover.jpg/220px-Stadium_Events_cover.jpg,https://en.wikipedia.org/wiki/World_Class_Track_Meet,"Exergaming, sports",True
World Games,Software Creations,Milton Bradley Company,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/World_Games_cover.jpg/220px-World_Games_cover.jpg,https://en.wikipedia.org/wiki/World_Games_(video_game),Sports game,False
Wrath of the Black Manta,AI,Taito,Taito,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Wrath_of_the_Black_Manta_Cover.jpg/220px-Wrath_of_the_Black_Manta_Cover.jpg,https://en.wikipedia.org/wiki/Wrath_of_the_Black_Manta,Platform,False
Wrecking Crew,Nintendo Research & Development 1,Nintendo,Nintendo,1985,1987,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Wrecking_Crew_cover.jpg/220px-Wrecking_Crew_cover.jpg,https://en.wikipedia.org/wiki/Wrecking_Crew_(video_game),"Action, puzzle",True
Wurm: Journey to the Center of the Earth,Cyclone System,Asmik,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Wurm_Journey_To_The_Center_Of_The_Earth_Cover.jpg/220px-Wurm_Journey_To_The_Center_Of_The_Earth_Cover.jpg,https://en.wikipedia.org/wiki/Wurm:_Journey_to_the_Center_of_the_Earth,Action game,False
WWF King of the Ring,"Gray Matter Interactive, Eastridge Technology",LJN,LJN,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Kingofthering.jpg/220px-Kingofthering.jpg,https://en.wikipedia.org/wiki/WWF_King_of_the_Ring_(video_game),"Fighting, Sports",True
WWF WrestleMania,Rare,Acclaim Entertainment,Acclaim Entertainment,1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/WWF_NES.PNG/220px-WWF_NES.PNG,https://en.wikipedia.org/wiki/WWF_WrestleMania_(1989_video_game),Wrestling,True
WWF WrestleMania Challenge,Rare,LJN,LJN,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Wmchallenge.JPG/220px-Wmchallenge.JPG,https://en.wikipedia.org/wiki/WWF_WrestleMania_Challenge,Wrestling,True
WWF WrestleMania: Steel Cage Challenge,Sculptured Software,LJN,LJN,1992,1992,https://upload.wikimedia.org/wikipedia/en/a/a3/Steelcagechallengesega.jpg,https://en.wikipedia.org/wiki/WWF_WrestleMania:_Steel_Cage_Challenge,Wrestling,True
Xenophobe,Sunsoft,Sunsoft,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Xenophobe_Coverart.png/220px-Xenophobe_Coverart.png,https://en.wikipedia.org/wiki/Xenophobe_(video_game),Shooter,True
Xevious,Namco,Bandai,Bandai,1988,1989,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Xevious_Poster.png/220px-Xevious_Poster.png,https://en.wikipedia.org/wiki/Xevious:_The_Avenger,Scrolling shooter,True
Xexyz,Atlus,Hudson Soft,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Xexyz_Coverart.png/220px-Xexyz_Coverart.png,https://en.wikipedia.org/wiki/Xexyz,"Platformer,  Shoot 'em up",False
Yo! Noid,Now Production,Capcom,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Yo_Noid_cover.jpg/220px-Yo_Noid_cover.jpg,https://en.wikipedia.org/wiki/Yo!_Noid,Platform,False
Yoshi (NA)Mario & Yoshi (EU),Game Freak,Nintendo,Nintendo,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Yoshi_game_cover.jpg/220px-Yoshi_game_cover.jpg,https://en.wikipedia.org/wiki/Yoshi_(video_game),Puzzle,True
Yoshi's Cookie,TOSE,Nintendo,Nintendo,1993,1994,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/YoshisCookieSNESBoxArt.jpg/220px-YoshisCookieSNESBoxArt.jpg,https://en.wikipedia.org/wiki/Yoshi%27s_Cookie,Puzzle,True
The Young Indiana Jones Chronicles,Jaleco,Jaleco,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Young_Indy_%28NES%29.jpg/220px-Young_Indy_%28NES%29.jpg,https://en.wikipedia.org/wiki/The_Young_Indiana_Jones_Chronicles_(video_game),Action,False
Zanac,Compile,FCI,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/ZanacBoxArt.jpg/220px-ZanacBoxArt.jpg,https://en.wikipedia.org/wiki/Zanac,Shoot 'em up,False
Zelda II: The Adventure of Link,Nintendo Research & Development 4,Nintendo,Nintendo,1988,1990,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Zelda_II_The_Adventure_of_Link_box.jpg/220px-Zelda_II_The_Adventure_of_Link_box.jpg,https://en.wikipedia.org/wiki/Zelda_II:_The_Adventure_of_Link,"Action role-playing, platform",False
Zen the Intergalactic Ninja,Konami,Konami,Konami,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Zen_the_Intergalactic_Ninja_Konami.jpg/250px-Zen_the_Intergalactic_Ninja_Konami.jpg,https://en.wikipedia.org/wiki/Zen_the_Intergalactic_Ninja,,False
Zoda's Revenge: StarTropics II,Nintendo Research & Development 3,Nintendo,Unreleased,1994,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Zodasrevenge_box.PNG/220px-Zodasrevenge_box.PNG,https://en.wikipedia.org/wiki/Zoda%27s_Revenge:_StarTropics_II,Action-adventure game,False
Zombie Nation,KAZe,Meldac,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/e/e4/Zombienation.jpg,https://en.wikipedia.org/wiki/Zombie_Nation_(video_game),Shoot 'em up,False
