title,wiki_link,developer,publisher_na,publisher_eu,release_na,release_eu,img,genre,mode
To the Earth,https://en.wikipedia.org/wiki/To_the_Earth,Cirque Verte,Nintendo,Nintendo,November 1989,"February 23, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Totheaf.jpg/220px-Totheaf.jpg,Shoot 'em up,Single-player
Toki,https://en.wikipedia.org/wiki/Toki_(video_game),Daiei Seisakusho,Taito,Unreleased,December 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Toki_arcade_flyer.jpg/220px-Toki_arcade_flyer.jpg,Platform,Single-playermultiplayer
Tom and Jerry,https://en.wikipedia.org/wiki/Tom_and_Jerry_(video_game),Software Creations,Hi Tech Expressions,Hi Tech Expressions,December 1991,"October 22, 1992",,,
Tombs & Treasure,https://en.wikipedia.org/wiki/Tombs_%26_Treasure,Compile,Infocom,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/f/fb/TombsandTreasurebox.jpg,"Adventure, role-playing",Single-player
Top Gun,https://en.wikipedia.org/wiki/Top_Gun_(1987_video_game),Konami,Konami,Konami,November 1987,"November 30, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Top_Gun_NES_game_cover.jpg/220px-Top_Gun_NES_game_cover.jpg,"Shoot 'em up, combat flight simulation",Single-player
Top Gun: The Second Mission,https://en.wikipedia.org/wiki/Top_Gun_(video_game)#The_Second_Mission,Konami,Konami,Konami,January 1990,"October 24, 1991",,,
Top Players' Tennis (NA)Four Players' Tennis (EU),https://en.wikipedia.org/wiki/Top_Players%27_Tennis,Home Data,Asmik,Nintendo,January 1990,July 1992,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Top_Players_Tennis_NES.jpg/220px-Top_Players_Tennis_NES.jpg,Sports,"Single player, Multiplayer (1–4 players)"
Total Recall,https://en.wikipedia.org/wiki/Total_Recall_(video_game),Interplay Entertainment,Acclaim Entertainment,Acclaim Entertainment,August 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Total_Recall_%28video_game%29_%28Cover%29.jpg/220px-Total_Recall_%28video_game%29_%28Cover%29.jpg,Platform,Single-player
Totally Rad,https://en.wikipedia.org/wiki/Totally_Rad,Aicom,Jaleco,Jaleco,March 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Totally_Rad_cover_NES.jpg/250px-Totally_Rad_cover_NES.jpg,"Action, platformer",Single-player
Touch Down Fever,https://en.wikipedia.org/wiki/Touch_Down_Fever,SNK,SNK,Unreleased,February 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/TouchDownFever_arcadeflyer.png/220px-TouchDownFever_arcadeflyer.png,Sports (American football),Single-player  Multiplayer
Town & Country Surf Designs: Wood & Water Rage,https://en.wikipedia.org/wiki/Town_%26_Country_Surf_Designs:_Wood_%26_Water_Rage,Atlus,LJN,Unreleased,February 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/WoodWaterRageNESBoxShot.jpg/220px-WoodWaterRageNESBoxShot.jpg,Sports,"Players: 2 (alternating) Game modes: Street Skate Session, Big Wave Encounter, Wood and Water Rage"
Town & Country II: Thrilla's Surfari,https://en.wikipedia.org/wiki/Town_%26_Country_II:_Thrilla%27s_Surfari,Sculptured Software,LJN,Unreleased,March 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/ThrillasSurfariBoxShotNES.jpg/220px-ThrillasSurfariBoxShotNES.jpg,Action game[1],Single-player only
Toxic Crusaders,https://en.wikipedia.org/wiki/Toxic_Crusaders_(video_game),TOSE,Bandai,Unreleased,April 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Toxic_Crusaders.jpg/220px-Toxic_Crusaders.jpg,"Beat 'em up, Platformer, Shoot 'em up",One player
Track & Field (NA)Track & Field in Barcelona (EU),https://en.wikipedia.org/wiki/Track_%26_Field_(video_game),Konami,Konami,Kemco,April 1987,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Track%26Field_arcadeflyer.png/220px-Track%26Field_arcadeflyer.png,Sports (Olympics),1-4 players competing 1-2 at a time
Track & Field II,https://en.wikipedia.org/wiki/Track_%26_Field_II,Konami,Konami,Konami,June 1989,"November 22, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Track_and_Field_2_cover.jpg/220px-Track_and_Field_2_cover.jpg,Sports game,"Single-player, multiplayer"
Treasure Master,https://en.wikipedia.org/wiki/Treasure_Master,Software Creations,American Softworks,Unreleased,December 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/TreasureMasterNes.jpg/220px-TreasureMasterNes.jpg,Platform,Single-player
Trog!,https://en.wikipedia.org/wiki/Trog!,Visual Concepts,Acclaim Entertainment,Acclaim Entertainment,October 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Trog_arcade_flyer.jpg/220px-Trog_arcade_flyer.jpg,Maze,"
Single-player
multiplayer
"
Trojan,https://en.wikipedia.org/wiki/Trojan_(video_game),Capcom,Capcom,Capcom,February 1987,"March 23, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Trojan_%28video_game_brochure%29.png/220px-Trojan_%28video_game_brochure%29.png,Hack and slash  Beat 'em up[5],2 players
The Trolls in Crazyland,https://en.wikipedia.org/wiki/Doki!_Doki!_Y%C5%ABenchi:_Crazy_Land_Daisakusen,KID,Unreleased,American Softworks,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Doki%21_Doki%21_Yuuenchi_-_Crazy_Land_Daisakusen_Coverart.png/220px-Doki%21_Doki%21_Yuuenchi_-_Crazy_Land_Daisakusen_Coverart.png,Action,Single-player
Twin Cobra,https://en.wikipedia.org/wiki/Twin_Cobra,Micronics,American Sammy,Unreleased,January 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Twin_Cobra_arcade_flyer.jpg/220px-Twin_Cobra_arcade_flyer.jpg,Vertically scrolling shooter,"Single-player, Co-op"
Twin Eagle,https://en.wikipedia.org/wiki/Twin_Eagle,SETA,Romstar,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Twin_Eagle_cover.jpg/220px-Twin_Eagle_cover.jpg,Scrolling shooter,Up to 2 players simultaneously
Ufouria: The Saga,https://en.wikipedia.org/wiki/Ufouria:_The_Saga,Sunsoft,Unreleased,Sunsoft,Unreleased,"November 19, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Ufouria-box-art.jpg/220px-Ufouria-box-art.jpg,Action-adventure,Single-player
Ultima III: Exodus,https://en.wikipedia.org/wiki/Ultima_III:_Exodus,Newtopia Planning,FCI,Unreleased,February 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Ultima_III_Exodus_cover.jpg/220px-Ultima_III_Exodus_cover.jpg,Role-playing,Single-player
Ultima IV: Quest of the Avatar,https://en.wikipedia.org/wiki/Ultima_IV:_Quest_of_the_Avatar,"Atelier Double, Infinity",FCI,Unreleased,December 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Ultima_IV_box.jpg/220px-Ultima_IV_box.jpg,Role-playing,Single-player
Ultima V: Warriors of Destiny,https://en.wikipedia.org/wiki/Ultima_V:_Warriors_of_Destiny,Origin Systems,FCI,Unreleased,January 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Ultima5box.jpg/220px-Ultima5box.jpg,Role-playing,Single-player
Ultimate Air Combat,https://en.wikipedia.org/wiki/Ultimate_Air_Combat,Activision,Activision,Activision,April 1992,November 1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Ultimate_Air_Combat_Cover.jpg/220px-Ultimate_Air_Combat_Cover.jpg,Modern jet flight simulation[1],Single-player
Ultimate Basketball,https://en.wikipedia.org/wiki/Ultimate_Basketball,Aicom,American Sammy,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Ultimate_Basketball_cover.jpg/220px-Ultimate_Basketball_cover.jpg,Sports,Single-player  Multiplayer
The Uncanny X-Men,https://en.wikipedia.org/wiki/The_Uncanny_X-Men_(video_game),Pixel,LJN,Unreleased,December 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/The_Uncanny_X-Men_Coverart.png/220px-The_Uncanny_X-Men_Coverart.png,2D action platformer,Single-player or cooperative[1]
Uncharted Waters,https://en.wikipedia.org/wiki/Uncharted_Waters,Koei,Koei,Unreleased,November 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Uncharted_Waters_New_Horizons_Cover.jpg/220px-Uncharted_Waters_New_Horizons_Cover.jpg,,
Uninvited,https://en.wikipedia.org/wiki/Uninvited_(video_game),Kemco,Kemco*Seika,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Uninvited_cover.png/220px-Uninvited_cover.png,Adventure,Single-player
The Untouchables,https://en.wikipedia.org/wiki/The_Untouchables_(video_game),Special FX Software,Ocean Software,Unreleased,January 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/The_Untouchables_cover.jpg/220px-The_Untouchables_cover.jpg,Action,
Urban Champion,https://en.wikipedia.org/wiki/Urban_Champion,Nintendo Research & Development 1,Nintendo,Nintendo,August 1986,1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Urban_Champion_cover.jpg/220px-Urban_Champion_cover.jpg,Fighting,"Single-player, Two players"
Vegas Dream,https://en.wikipedia.org/wiki/Vegas_Dream,HAL Laboratory,HAL America,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Vegas_Dream_Cover.jpg/220px-Vegas_Dream_Cover.jpg,Casino,Single-player  Multiplayer
Vice: Project Doom,https://en.wikipedia.org/wiki/Vice:_Project_Doom,Aicom,American Sammy,Unreleased,November 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Vice_Project_Doom_%28cover_art%29.jpg/256px-Vice_Project_Doom_%28cover_art%29.jpg,"Platformer, driving, shooter",Single-player
Videomation,https://en.wikipedia.org/wiki/Videomation,FarSight Studios,THQ,Unreleased,June 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/VideomationBoxArt.jpg/220px-VideomationBoxArt.jpg,Productivity[2],Single-player[4]
Volleyball,https://en.wikipedia.org/wiki/Volleyball_(video_game),Nintendo Research & Development 1,Nintendo,Nintendo,March 1987,"November 15, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Volleyball_Cover.png/220px-Volleyball_Cover.png,Sports,"Single-player, multiplayer"
Wacky Races,https://en.wikipedia.org/wiki/Wacky_Races_(1991_video_game),Atlus,Atlus,Unreleased,May 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Wacky_Races_front.jpg/220px-Wacky_Races_front.jpg,Platform,Single-player
Wall Street Kid,https://en.wikipedia.org/wiki/Wall_Street_Kid,SOFEL,SOFEL,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Wall_Street_Kid.jpg/220px-Wall_Street_Kid.jpg,"Tycoon, social simulation, strategy",Single-player
Wario's Woods,https://en.wikipedia.org/wiki/Wario%27s_Woods,Nintendo Research & Development 1,Nintendo,Nintendo,"December 10, 1994",1994,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Wario%27s_Woods_NES.jpg/220px-Wario%27s_Woods_NES.jpg,Puzzle,"Single-player, multiplayer"
Wayne Gretzky Hockey,https://en.wikipedia.org/wiki/Wayne_Gretzky_Hockey,Bethesda Softworks,THQ,Unreleased,January 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Wayne_Gretzky_Hockey_NES_cover.jpg/220px-Wayne_Gretzky_Hockey_NES_cover.jpg,Sports (ice hockey),"One player, two players"
Wayne's World,https://en.wikipedia.org/wiki/Wayne%27s_World_(video_game),Radical Entertainment,THQ,Unreleased,November 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Wayne%27s_World_SNES.jpg/220px-Wayne%27s_World_SNES.jpg,2D action platformer,Single-player
WCW Wrestling,https://en.wikipedia.org/wiki/WCW_Wrestling,Nichibutsu,FCI,Unreleased,April 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/WCW_World_Championship_Wrestling_Coverart.png/220px-WCW_World_Championship_Wrestling_Coverart.png,Fighting,"Single-player, multiplayer"
Werewolf: The Last Warrior,https://en.wikipedia.org/wiki/Werewolf:_The_Last_Warrior,"Data East, Sakata SAS",Data East,Data East,November 1990,"September 26, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Werewolf_The_Last_Warrior_cover.jpg/220px-Werewolf_The_Last_Warrior_cover.jpg,Platform game,Single-player
Wheel of Fortune,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Rare,GameTek,Unreleased,September 1988,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,Game show,
Wheel of Fortune Family Edition,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Rare,GameTek,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,Game show,
Wheel of Fortune: Featuring Vanna White,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Imagitec,GameTek,Unreleased,January 1992,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,Game show,
Wheel of Fortune Junior Edition,https://en.wikipedia.org/wiki/Wheel_of_Fortune_(video_game),Rare,GameTek,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Wheel_of_Fortune_logo.png/250px-Wheel_of_Fortune_logo.png,Game show,
Where in Time Is Carmen Sandiego?,https://en.wikipedia.org/wiki/Where_in_Time_Is_Carmen_Sandiego%3F_(1989),Distinctive Software,Konami,Unreleased,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Where_in_Time_is_Carmen_Sandiego_Coverart.png/200px-Where_in_Time_is_Carmen_Sandiego_Coverart.png,"Educational, strategy",Single player
Where's Waldo?,https://en.wikipedia.org/wiki/Where%27s_Waldo%3F_(video_game),Bethesda Softworks,THQ,Unreleased,"September 17, 1991",Unreleased,https://upload.wikimedia.org/wikipedia/en/c/c1/WheresWaldoNesBox.jpg,Hidden object game,Single-player
Who Framed Roger Rabbit,https://en.wikipedia.org/wiki/Who_Framed_Roger_Rabbit_(1989_video_game),Rare,LJN,Unreleased,September 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Roger_Rabbit_NES.jpg/220px-Roger_Rabbit_NES.jpg,Action-adventure,Single-player
Whomp 'Em,https://en.wikipedia.org/wiki/Whomp_%27Em,Jaleco,Jaleco,Unreleased,March 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Whomp_%27Em_Coverart.png/220px-Whomp_%27Em_Coverart.png,Platform,Single-player
Widget,https://en.wikipedia.org/wiki/Widget_(video_game),Graphic Research,Atlus,Unreleased,November 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Widget_Coverart.png/220px-Widget_Coverart.png,2D action platformer,Single player
Wild Gunman,https://en.wikipedia.org/wiki/Wild_Gunman,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,Nintendo,"October 18, 1985","August 22, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Wild_Gunman_Coverart.png/220px-Wild_Gunman_Coverart.png,Light gun game,Single-player
Willow,https://en.wikipedia.org/wiki/Willow_(video_game),Capcom,Capcom,Capcom,December 1989,"November 28, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Willow_vg_box.jpg/220px-Willow_vg_box.jpg,Action role-playing,Single-player
"Win, Lose, or Draw","https://en.wikipedia.org/wiki/Win,_Lose_or_Draw#Home_versions",Riedel Software Productions,Hi Tech Expressions,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Win%2C_Lose%2C_or_Draw.jpg/250px-Win%2C_Lose%2C_or_Draw.jpg,,
Winter Games,https://en.wikipedia.org/wiki/Winter_Games,Atelier Double,Acclaim Entertainment,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Winter_Games_Coverart.png/220px-Winter_Games_Coverart.png,Sports game,Single-player
Wizardry: Proving Grounds of the Mad Overlord,https://en.wikipedia.org/wiki/Wizardry:_Proving_Grounds_of_the_Mad_Overlord,Sir-Tech,Nexoft,Unreleased,July 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Wizardry_pgotmo.jpg/220px-Wizardry_pgotmo.jpg,Role-playing video game,Single-player
Wizardry II: The Knight of Diamonds,https://en.wikipedia.org/wiki/Wizardry_II:_The_Knight_of_Diamonds,Sir-Tech,ASCII,Unreleased,April 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Wizardry_II_-_The_Knight_of_Diamonds_Coverart.png/220px-Wizardry_II_-_The_Knight_of_Diamonds_Coverart.png,Role-playing,Single-player
Wizards & Warriors,https://en.wikipedia.org/wiki/Wizards_%26_Warriors,Rare,Acclaim Entertainment,Acclaim Entertainment,December 1987,"January 17, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Wizards_and_Warriors_NES_cover.jpg/220px-Wizards_and_Warriors_NES_cover.jpg,2D action platformer,Single-player
Wizards & Warriors III: Kuros: Visions of Power (NA)Wizards & Warriors III (EU),https://en.wikipedia.org/wiki/Wizards_%26_Warriors_III:_Kuros:_Visions_of_Power,Zippo Games,Acclaim Entertainment,Acclaim Entertainment,March 1992,"January 21, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Wizards_and_Warriors_III_NES_cover.jpg/220px-Wizards_and_Warriors_III_NES_cover.jpg,"Action-adventure, platformer",Single-player
Wolverine,https://en.wikipedia.org/wiki/Wolverine_(video_game),Software Creations,LJN,Unreleased,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Wolverine_Cover.jpg/220px-Wolverine_Cover.jpg,Action,Single-player
World Champ,https://en.wikipedia.org/wiki/World_Champ,Pixel,Romstar,Taito,April 1991,April 1991,,,
World Class Track Meet,https://en.wikipedia.org/wiki/World_Class_Track_Meet,Human Entertainment,Nintendo,Unreleased,August 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Stadium_Events_cover.jpg/220px-Stadium_Events_cover.jpg,"Exergaming, sports","Single-player, multiplayer"
World Games,https://en.wikipedia.org/wiki/World_Games_(video_game),Software Creations,Milton Bradley Company,Unreleased,March 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/World_Games_cover.jpg/220px-World_Games_cover.jpg,Sports game,Single player
Wrath of the Black Manta,https://en.wikipedia.org/wiki/Wrath_of_the_Black_Manta,AI,Taito,Taito,April 1990,"January 24, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Wrath_of_the_Black_Manta_Cover.jpg/220px-Wrath_of_the_Black_Manta_Cover.jpg,Platform,Single-player
Wrecking Crew,https://en.wikipedia.org/wiki/Wrecking_Crew_(video_game),Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985",1987,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Wrecking_Crew_cover.jpg/220px-Wrecking_Crew_cover.jpg,"Action, puzzle","Single-player, multiplayer"
Wurm: Journey to the Center of the Earth,https://en.wikipedia.org/wiki/Wurm:_Journey_to_the_Center_of_the_Earth,Cyclone System,Asmik,Unreleased,November 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Wurm_Journey_To_The_Center_Of_The_Earth_Cover.jpg/220px-Wurm_Journey_To_The_Center_Of_The_Earth_Cover.jpg,Action game,Single-player
WWF King of the Ring,https://en.wikipedia.org/wiki/WWF_King_of_the_Ring_(video_game),"Gray Matter Interactive, Eastridge Technology",LJN,LJN,November 1993,November 1993,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Kingofthering.jpg/220px-Kingofthering.jpg,"Fighting, Sports",Single-player  Multiplayer
WWF WrestleMania,https://en.wikipedia.org/wiki/WWF_WrestleMania_(1989_video_game),Rare,Acclaim Entertainment,Acclaim Entertainment,January 1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/WWF_NES.PNG/220px-WWF_NES.PNG,Wrestling,Single-player  Multiplayer (up to six players)
WWF WrestleMania Challenge,https://en.wikipedia.org/wiki/WWF_WrestleMania_Challenge,Rare,LJN,LJN,November 1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Wmchallenge.JPG/220px-Wmchallenge.JPG,Wrestling,"Single-player, multiplayer"
WWF WrestleMania: Steel Cage Challenge,https://en.wikipedia.org/wiki/WWF_WrestleMania:_Steel_Cage_Challenge,Sculptured Software,LJN,LJN,September 1992,1992,https://upload.wikimedia.org/wikipedia/en/a/a3/Steelcagechallengesega.jpg,Wrestling,Single-player/Multiplayer
Xenophobe,https://en.wikipedia.org/wiki/Xenophobe_(video_game),Sunsoft,Sunsoft,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Xenophobe_Coverart.png/220px-Xenophobe_Coverart.png,Shooter,1-3 players simultaneously
